id,target,dominant_prediction,correct_models,total_models,correct_ratio,majority_count,confidence,majority_correct,pred_SVC_s42,correct_SVC_s42,pred_SVC_s123,correct_SVC_s123,pred_SVC_s2026,correct_SVC_s2026,pred_CatBoost_s42,correct_CatBoost_s42,pred_CatBoost_s123,correct_CatBoost_s123,pred_CatBoost_s2026,correct_CatBoost_s2026,pred_RF_s42,correct_RF_s42,pred_RF_s123,correct_RF_s123,pred_RF_s2026,correct_RF_s2026,pred_ET_s42,correct_ET_s42,pred_ET_s123,correct_ET_s123,pred_ET_s2026,correct_ET_s2026,pred_HGB_s42,correct_HGB_s42,pred_HGB_s123,correct_HGB_s123,pred_HGB_s2026,correct_HGB_s2026,category
2618,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2619,2,2,11,15,0.7333333333333333,11,0.7333333333333333,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,2,1,0,0,2,1,2,1,0,0,2,1,1,0,2,1,BORDERLINE_CORRECT
2620,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2621,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2622,3,3,11,15,0.7333333333333333,11,0.7333333333333333,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0,3,1,1,0,1,0,3,1,1,0,3,1,3,1,3,1,BORDERLINE_CORRECT
2623,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2624,2,1,2,15,0.13333333333333333,13,0.8666666666666667,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,CONSISTENTLY_WRONG
2625,1,2,7,15,0.4666666666666667,7,0.4666666666666667,0,2,0,1,1,2,0,1,1,2,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,UNCERTAIN
2626,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,EASY_CORRECT
2627,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2628,1,0,6,15,0.4,6,0.4,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,UNCERTAIN
2629,2,0,0,15,0.0,10,0.6666666666666666,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2630,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
2631,1,1,8,15,0.5333333333333333,8,0.5333333333333333,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,1,1,1,1,1,1,BORDERLINE_CORRECT
2632,1,0,3,15,0.2,12,0.8,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNCERTAIN
2633,0,0,12,15,0.8,12,0.8,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,EASY_CORRECT
2634,1,1,13,15,0.8666666666666667,13,0.8666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,1,1,1,1,1,1,EASY_CORRECT
2635,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2636,2,2,7,15,0.4666666666666667,7,0.4666666666666667,1,3,0,3,0,1,0,2,1,2,1,2,1,2,1,2,1,1,0,0,0,1,0,1,0,1,0,2,1,2,1,UNCERTAIN
2637,3,0,0,15,0.0,13,0.8666666666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2638,0,1,5,15,0.3333333333333333,10,0.6666666666666666,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,UNCERTAIN
2639,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2640,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2641,0,2,3,15,0.2,7,0.4666666666666667,0,0,1,0,1,0,1,1,0,2,0,1,0,2,0,2,0,2,0,1,0,2,0,2,0,1,0,2,0,1,0,UNCERTAIN
2642,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2643,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
2644,1,2,4,15,0.26666666666666666,11,0.7333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,1,1,2,0,1,1,2,0,1,1,2,0,2,0,UNCERTAIN
2645,3,2,2,15,0.13333333333333333,6,0.4,0,2,0,3,1,2,0,2,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,CONSISTENTLY_WRONG
2646,2,2,7,15,0.4666666666666667,7,0.4666666666666667,1,2,1,1,0,1,0,2,1,1,0,2,1,2,1,2,1,1,0,3,0,2,1,3,0,2,1,3,0,3,0,UNCERTAIN
2647,2,1,2,15,0.13333333333333333,13,0.8666666666666667,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,CONSISTENTLY_WRONG
2648,1,3,0,15,0.0,9,0.6,0,2,0,2,0,2,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,2,0,CONSISTENTLY_WRONG
2649,1,1,12,15,0.8,12,0.8,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,EASY_CORRECT
2650,1,0,0,15,0.0,13,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,CONSISTENTLY_WRONG
2651,0,0,12,15,0.8,12,0.8,1,2,0,2,0,2,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2652,2,2,15,15,1.0,15,1.0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,EASY_CORRECT
2653,2,0,3,15,0.2,6,0.4,0,0,0,2,1,2,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,UNCERTAIN
2654,3,3,11,15,0.7333333333333333,11,0.7333333333333333,1,1,0,1,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,2,0,3,1,BORDERLINE_CORRECT
2655,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2656,1,2,5,15,0.3333333333333333,9,0.6,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,1,1,1,1,1,1,3,0,1,1,2,0,UNCERTAIN
2657,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2658,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2659,3,0,0,15,0.0,13,0.8666666666666667,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2660,2,3,4,15,0.26666666666666666,8,0.5333333333333333,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,3,0,1,0,1,0,1,0,3,0,2,1,2,1,UNCERTAIN
2661,1,0,3,15,0.2,7,0.4666666666666667,0,0,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,UNCERTAIN
2662,2,0,0,15,0.0,10,0.6666666666666666,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2663,2,2,9,15,0.6,9,0.6,1,3,0,2,1,3,0,2,1,1,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,1,0,1,0,BORDERLINE_CORRECT
2664,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
2665,0,0,12,15,0.8,12,0.8,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,2,0,EASY_CORRECT
2666,0,0,11,15,0.7333333333333333,11,0.7333333333333333,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,BORDERLINE_CORRECT
2667,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2668,2,1,5,15,0.3333333333333333,10,0.6666666666666666,0,2,1,2,1,2,1,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,UNCERTAIN
2669,2,1,2,15,0.13333333333333333,11,0.7333333333333333,0,1,0,1,0,1,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
2670,1,1,9,15,0.6,9,0.6,1,0,0,0,0,0,0,1,1,1,1,2,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,BORDERLINE_CORRECT
2671,3,0,1,15,0.06666666666666667,6,0.4,0,0,0,2,0,0,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,CONSISTENTLY_WRONG
2672,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2673,0,2,0,15,0.0,7,0.4666666666666667,0,1,0,1,0,1,0,2,0,2,0,2,0,3,0,2,0,3,0,3,0,2,0,3,0,2,0,2,0,1,0,CONSISTENTLY_WRONG
2674,1,1,10,15,0.6666666666666666,10,0.6666666666666666,1,3,0,3,0,2,0,2,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BORDERLINE_CORRECT
2675,1,0,2,15,0.13333333333333333,13,0.8666666666666667,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2676,3,2,5,15,0.3333333333333333,7,0.4666666666666667,0,2,0,2,0,2,0,3,1,3,1,2,0,2,0,2,0,2,0,0,0,0,0,0,0,3,1,3,1,3,1,UNCERTAIN
2677,1,0,0,15,0.0,12,0.8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2678,0,0,11,15,0.7333333333333333,11,0.7333333333333333,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,BORDERLINE_CORRECT
2679,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2680,0,2,1,15,0.06666666666666667,13,0.8666666666666667,0,2,0,2,0,2,0,2,0,2,0,0,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,CONSISTENTLY_WRONG
2681,0,0,8,15,0.5333333333333333,8,0.5333333333333333,1,0,1,2,0,3,0,1,0,2,0,2,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,2,0,BORDERLINE_CORRECT
2682,3,3,13,15,0.8666666666666667,13,0.8666666666666667,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,2,0,EASY_CORRECT
2683,2,3,1,15,0.06666666666666667,9,0.6,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,1,0,0,0,0,0,2,1,0,0,CONSISTENTLY_WRONG
2684,1,0,3,15,0.2,6,0.4,0,3,0,2,0,3,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,UNCERTAIN
2685,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2686,1,2,0,15,0.0,10,0.6666666666666666,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
2687,3,3,10,15,0.6666666666666666,10,0.6666666666666666,1,2,0,2,0,3,1,3,1,3,1,3,1,3,1,1,0,3,1,2,0,3,1,3,1,3,1,2,0,3,1,BORDERLINE_CORRECT
2688,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2689,1,0,0,15,0.0,8,0.5333333333333333,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2690,1,2,0,15,0.0,14,0.9333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
2691,2,0,2,15,0.13333333333333333,9,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2692,2,2,12,15,0.8,12,0.8,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,0,3,0,3,0,EASY_CORRECT
2693,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2694,2,2,9,15,0.6,9,0.6,1,3,0,3,0,3,0,2,1,3,0,3,0,3,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,BORDERLINE_CORRECT
2695,3,1,1,15,0.06666666666666667,12,0.8,0,2,0,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
2696,1,1,10,15,0.6666666666666666,10,0.6666666666666666,1,1,1,2,0,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,BORDERLINE_CORRECT
2697,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,EASY_CORRECT
2698,0,0,8,15,0.5333333333333333,8,0.5333333333333333,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,BORDERLINE_CORRECT
2699,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2700,2,0,3,15,0.2,8,0.5333333333333333,0,2,1,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,UNCERTAIN
2701,2,0,0,15,0.0,14,0.9333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2702,3,3,10,15,0.6666666666666666,10,0.6666666666666666,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,2,0,3,1,2,0,1,0,1,0,3,1,3,1,3,1,BORDERLINE_CORRECT
2703,1,3,0,15,0.0,10,0.6666666666666666,0,2,0,3,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
2704,3,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
2705,1,1,13,15,0.8666666666666667,13,0.8666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,EASY_CORRECT
2706,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2707,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG
2708,3,3,10,15,0.6666666666666666,10,0.6666666666666666,1,1,0,1,0,1,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0,1,0,3,1,3,1,3,1,BORDERLINE_CORRECT
2709,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2710,3,3,12,15,0.8,12,0.8,1,2,0,2,0,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2711,2,1,2,15,0.13333333333333333,11,0.7333333333333333,0,3,0,3,0,2,1,1,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
2712,0,0,12,15,0.8,12,0.8,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,EASY_CORRECT
2713,0,1,3,15,0.2,6,0.4,0,0,1,1,0,1,0,2,0,2,0,2,0,2,0,1,0,2,0,1,0,0,1,1,0,1,0,0,1,2,0,UNCERTAIN
2714,2,1,1,15,0.06666666666666667,7,0.4666666666666667,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,CONSISTENTLY_WRONG
2715,2,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
2716,1,0,3,15,0.2,12,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,UNCERTAIN
2717,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2718,3,3,8,15,0.5333333333333333,8,0.5333333333333333,1,3,1,3,1,3,1,2,0,3,1,3,1,2,0,2,0,2,0,3,1,3,1,2,0,3,1,1,0,2,0,BORDERLINE_CORRECT
2719,1,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
2720,1,0,0,15,0.0,10,0.6666666666666666,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
2721,1,2,1,15,0.06666666666666667,10,0.6666666666666666,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,3,0,3,0,3,0,1,1,2,0,2,0,CONSISTENTLY_WRONG
2722,1,1,9,15,0.6,9,0.6,1,2,0,2,0,1,1,2,0,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,BORDERLINE_CORRECT
2723,2,1,0,15,0.0,7,0.4666666666666667,0,0,0,0,0,3,0,1,0,3,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
2724,1,2,4,15,0.26666666666666666,8,0.5333333333333333,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,3,0,3,0,2,0,1,1,1,1,UNCERTAIN
2725,3,3,14,15,0.9333333333333333,14,0.9333333333333333,1,3,1,1,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2726,3,1,0,15,0.0,11,0.7333333333333333,0,2,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,CONSISTENTLY_WRONG
2727,2,2,9,15,0.6,9,0.6,1,1,0,1,0,2,1,2,1,2,1,2,1,2,1,1,0,1,0,2,1,1,0,1,0,2,1,2,1,2,1,BORDERLINE_CORRECT
2728,2,2,10,15,0.6666666666666666,10,0.6666666666666666,1,2,1,3,0,2,1,2,1,2,1,3,0,3,0,2,1,3,0,2,1,2,1,3,0,2,1,2,1,2,1,BORDERLINE_CORRECT
2729,3,3,14,15,0.9333333333333333,14,0.9333333333333333,1,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2730,3,3,14,15,0.9333333333333333,14,0.9333333333333333,1,3,1,1,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2731,0,1,3,15,0.2,6,0.4,0,0,1,0,1,1,0,1,0,0,1,1,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,2,0,1,0,UNCERTAIN
2732,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2733,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2734,3,2,3,15,0.2,6,0.4,0,2,0,3,1,3,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,UNCERTAIN
2735,0,1,2,15,0.13333333333333333,12,0.8,0,2,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,CONSISTENTLY_WRONG
2736,1,2,6,15,0.4,9,0.6,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,1,1,2,0,1,1,1,1,2,0,2,0,2,0,UNCERTAIN
2737,1,3,5,15,0.3333333333333333,9,0.6,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,1,1,1,1,1,2,0,1,1,1,1,UNCERTAIN
2738,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
2739,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2740,2,2,6,15,0.4,6,0.4,1,2,1,2,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,2,1,2,1,0,0,UNCERTAIN
2741,1,1,9,15,0.6,9,0.6,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,BORDERLINE_CORRECT
2742,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2743,2,3,4,15,0.26666666666666666,8,0.5333333333333333,0,2,1,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,1,1,0,1,0,1,0,3,0,3,0,3,0,UNCERTAIN
2744,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2745,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
2746,1,3,0,15,0.0,10,0.6666666666666666,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
2747,2,2,10,15,0.6666666666666666,10,0.6666666666666666,1,3,0,3,0,3,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,0,2,1,2,1,2,1,3,0,BORDERLINE_CORRECT
2748,0,1,0,15,0.0,11,0.7333333333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
2749,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
2750,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
2751,0,0,12,15,0.8,12,0.8,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,EASY_CORRECT
2752,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
2753,1,2,3,15,0.2,8,0.5333333333333333,0,1,1,1,1,3,0,3,0,2,0,2,0,3,0,2,0,3,0,2,0,2,0,2,0,1,1,2,0,2,0,UNCERTAIN
2754,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
